date,gross,person,shared,sas,description,cat,account,exclude_from_budget,sav_account_only,tag,area,comments
16/08/2017,-194.700,s,,,Amazon - mountain equipment,Sport,,,,,,
16/08/2017,-587.170,s,,,Ryanair,Flights,,,,,,
17/08/2017,-23.210,s,,,Wind,Subscriptions,,,,,,
18/08/2017,-43.040,s,,,Cloath/beauty store 411,Cloathing&Beauty,,,,,,
18/08/2017,-240.510,s,,,Cloath/beauty store 252,Cloathing&Beauty,,,,,,
28/08/2017,-9.540,s,,,Café/restaurant 399,Café&restaurant,,,,,,
28/08/2017,-207.580,s,,,Fotex,Groceries,,,,,,
28/08/2017,-416.250,s,,,DSB card,Transportation,,,,,,
30/08/2017,-288.360,s,,,Fotex,Groceries,,,,,,
31/08/2017,-81.960,s,,,Cloath/beauty store 291,Cloathing&Beauty,,,,,,
31/08/2017,12589.00474,s,,,Salary 1,Salary,,,,,,
01/09/2017,-9.000,s,,,Lebara,Subscriptions,,,,,,
04/09/2017,-8.250,s,,,Bar 58,Bar&cocktails,,,,,,
04/09/2017,-38.630,s,,,Bar 45,Bar&cocktails,,,,,,
04/09/2017,-50.500,s,,,Lebara,Subscriptions,,,,,,
04/09/2017,-56.840,s,,,Fotex,Groceries,,,,,,
07/09/2017,-31.900,s,,,Café/restaurant 323,Café&restaurant,,,,,,
07/09/2017,-34.970,s,,,Fotex,Groceries,,,,,,
08/09/2017,-60.000,s,,,Café/restaurant 142,Café&restaurant,,,,,,
08/09/2017,-138.690,s,,,Café/restaurant 82,Café&restaurant,,,,,,
09/09/2017,-99.000,s,,,Present,Present,,,,,,
10/09/2017,-124.150,s,,,Bar 132,Bar&cocktails,,,,,,
11/09/2017,-26.530,s,,,Fotex,Groceries,,,,,,
11/09/2017,-29.700,s,,,Café/restaurant 166,Café&restaurant,,,,,,
11/09/2017,-43.430,s,,,Fotex,Groceries,,,,,,
11/09/2017,-73.390,s,,,Cloath/beauty store 41,Cloathing&Beauty,,,,,,
11/09/2017,-97.410,s,,,Cinema,Entertainment,,,,,,
12/09/2017,-83.310,s,,,Cloath/beauty store 240,Cloathing&Beauty,,,,,,
12/09/2017,-163.680,s,,,Cloath/beauty store 110,Cloathing&Beauty,,,,,,
14/09/2017,-0.500,s,,,Fotex,Groceries,,,,,,
14/09/2017,-149.000,s,,,Present,Present,,,,,,
15/09/2017,-57.000,s,,,Bar 118,Bar&cocktails,,,,,,
15/09/2017,-88.980,s,,,Cloath/beauty store 376,Cloathing&Beauty,,,,,,
18/09/2017,-5.500,s,,,Tivoli,Entertainment,,,,,,
18/09/2017,-6.750,s,,,Bar 64,Bar&cocktails,,,,,,
18/09/2017,-30.000,s,,,Café/restaurant 279,Café&restaurant,,,,,,
18/09/2017,-31.140,s,,,Fotex,Groceries,,,,,,
18/09/2017,-46.000,s,,,Rejsekort,Transportation,,,,,,
18/09/2017,-51.450,s,,,Bar 35,Bar&cocktails,,,,,,
18/09/2017,-83.160,s,,,Café/restaurant 351,Café&restaurant,,,,,,
18/09/2017,-114.400,s,,,Bar 129,Bar&cocktails,,,,,,
18/09/2017,-194.340,s,,,Fotex,Groceries,,,,,,
18/09/2017,-374.400,s,,,Tivoli,Entertainment,,,,,,
19/09/2017,-5.280,s,,,Fotex,Groceries,,,,,,
21/09/2017,-216.000,s,,,Bar 125,Bar&cocktails,,,,,,
25/09/2017,-18.000,s,,,Café/restaurant 338,Café&restaurant,,,,,,
25/09/2017,-37.250,s,,,Bar 18,Bar&cocktails,,,,,,
25/09/2017,-39.100,s,,,Fotex,Groceries,,,,,,
25/09/2017,-292.640,s,,,Café/restaurant 459,Café&restaurant,,,,,,
25/09/2017,-387.250,s,,,Fotex,Groceries,,,,,,
26/09/2017,-67.000,s,,,Present,Present,,,,,,
27/09/2017,-25.170,s,,,Fotex,Groceries,,,,,,
29/09/2017,40203.6133,s,,,Salary 10,Salary,,,,,,
29/09/2017,-133.950,s,,,Cloath/beauty store 363,Cloathing&Beauty,,,,,,
29/09/2017,-607.500,s,,,DSB card,Transportation,,,,,,
02/10/2017,-133.530,s,,,Fotex,Groceries,,,,,,
03/10/2017,-125.000,s,,,Lebara,Subscriptions,,,,,,
03/10/2017,-151.110,s,,,Fotex,Groceries,,,,,,
04/10/2017,372.300,s,,,Mobilepay,Mobilepay,,,,,,
04/10/2017,193.800,s,,,Mobilepay,Mobilepay,,,,,,
04/10/2017,124.950,s,,,Mobilepay,Mobilepay,,,,,,
04/10/2017,-449.400,s,,,Café/restaurant 18,Café&restaurant,,,,,,
06/10/2017,-10.380,s,,,Café/restaurant 238,Café&restaurant,,,,,,
09/10/2017,-11.170,s,,,Fotex,Groceries,,,,,,
10/10/2017,-174.270,s,,,Café/restaurant 231,Café&restaurant,,,,,,
10/10/2017,-210.910,s,,,uber,Transportation,,,,,,
11/10/2017,-44.550,s,,,Bar 79,Bar&cocktails,,,,,,
16/10/2017,-69.860,s,,,Fotex,Groceries,,,,,,
16/10/2017,-288.800,s,,,Bar 7,Bar&cocktails,,,,,,
16/10/2017,-290.990,s,,,Fotex,Groceries,,,,,,
16/10/2017,-488.630,s,,,Café/restaurant 286,Café&restaurant,,,,,,
17/10/2017,-32.500,s,,,Café/restaurant 108,Café&restaurant,,,,,,
18/10/2017,31205.62146,s,,,Salary 6,Salary,,x,,,,
18/10/2017,-994.800,s,,,Travel2B,Flights,,,,,,
19/10/2017,-282.320,s,,,Flights,Flights,,,,,,
20/10/2017,-28.390,s,,,Fotex,Groceries,,,,,,
23/10/2017,-22.460,s,,,Fotex,Groceries,,,,,,
23/10/2017,-36.000,s,,,Café/restaurant 384,Café&restaurant,,,,,,
23/10/2017,-153.000,s,,,CulturBox,Entertainment,,,,,,
23/10/2017,-300.460,s,,,Fotex,Groceries,,,,,,
26/10/2017,-44.180,s,,,Cloath/beauty store 232,Cloathing&Beauty,,,,,,
26/10/2017,-105.000,s,,,DSB card,Transportation,,,,,,
27/10/2017,-129.250,s,,,FC Copenhagen,Entertainment,,,,,,
30/10/2017,-19.440,s,,,Fotex,Groceries,,,,,,
30/10/2017,-60.630,s,,,Bar 112,Bar&cocktails,,,,,,
30/10/2017,-73.200,s,,,Café/restaurant 41,Café&restaurant,,,,,,
31/10/2017,34721.30028,s,,,Salary 10,Salary,,,,,,
31/10/2017,-207.590,s,,,Fotex,Groceries,,,,,,
01/11/2017,-42.000,s,,,Lebara,Subscriptions,,,,,,
01/11/2017,-86.000,s,,,Present,Present,,,,,,
03/11/2017,-37.260,s,,,Café/restaurant 101,Café&restaurant,,,,,,
05/11/2017,-209.000,s,,,Bar 70,Bar&cocktails,,,,,,
06/11/2017,-2.000,s,,,Bar 124,Bar&cocktails,,,,,,
06/11/2017,-3.720,s,,,Bar 135,Bar&cocktails,,,,,,
06/11/2017,-17.290,s,,,Bar 139,Bar&cocktails,,,,,,
06/11/2017,-24.800,s,,,Bar 109,Bar&cocktails,,,,,,
06/11/2017,-83.200,s,,,Bar 57,Bar&cocktails,,,,,,
06/11/2017,-90.020,s,,,Present,Present,,,,,,
06/11/2017,-96.720,s,,,Bar 69,Bar&cocktails,,,,,,
06/11/2017,-132.660,s,,,FC Copenhagen,Entertainment,,,,,,
06/11/2017,-309.350,s,,,Fotex,Groceries,,,,,,
08/11/2017,97.650,s,,,Mobilepay,Mobilepay,,,,,,
08/11/2017,-3.600,s,,,Fotex,Groceries,,,,,,
08/11/2017,-46.000,s,,,Present,Present,,,,,,
09/11/2017,-52.680,s,,,Trenitalia,Transportation,,,,,,
09/11/2017,-150.660,s,,,Café/restaurant 100,Café&restaurant,,,,,,
10/11/2017,-155.700,s,,,Café/restaurant 4,Café&restaurant,,,,,,
11/11/2017,-117.000,s,,,Bar 52,Bar&cocktails,,,,,,
13/11/2017,-3.750,s,,,Bar 95,Bar&cocktails,,,,,,
13/11/2017,-22.100,s,,,Bar 139,Bar&cocktails,,,,,,
13/11/2017,-25.410,s,,,Cloath/beauty store 290,Cloathing&Beauty,,,,,,
13/11/2017,-69.000,s,,,Bar 128,Bar&cocktails,,,,,,
13/11/2017,-192.580,s,,,Fotex,Groceries,,,,,,
15/11/2017,-72.600,s,,,Café/restaurant 19,Café&restaurant,,,,,,
16/11/2017,-35.040,s,,,Easyjet,Flights,,,,,,
17/11/2017,-98.050,s,,,FC Copenhagen,Entertainment,,,,,,
17/11/2017,-125.460,s,,,Ryanair,Flights,,,,,,
20/11/2017,-2.250,s,,,Bar 80,Bar&cocktails,,,,,,
20/11/2017,-11.990,s,,,Fotex,Groceries,,,,,,
20/11/2017,-13.050,s,,,Magic Entertainmen,Entertainment,,,,,,
20/11/2017,-20.180,s,,,Fotex,Groceries,,,,,,
20/11/2017,-29.250,s,,,Café/restaurant 107,Café&restaurant,,,,,,
20/11/2017,-45.760,s,,,Café/restaurant 385,Café&restaurant,,,,,,
20/11/2017,-93.720,s,,,Bar 33,Bar&cocktails,,,,,,
21/11/2017,-99.000,s,,,Mare events,Entertainment,,,,,,
23/11/2017,-4.200,s,,,Café/restaurant 57,Café&restaurant,,,,,,
27/11/2017,-3.750,s,,,DSB card,Transportation,,,,,,
27/11/2017,-55.800,s,,,Wind,Subscriptions,,,,,,
27/11/2017,-62.870,s,,,Wind,Subscriptions,,,,,,
27/11/2017,-89.800,s,,,Café/restaurant 23,Café&restaurant,,,,,,
28/11/2017,-14.960,s,,,Fotex,Groceries,,,,,,
29/11/2017,-226.540,s,,,Ryanair,Flights,,,,,,
30/11/2017,-81.380,s,,,Café/restaurant 251,Café&restaurant,,,,,,
30/11/2017,18071.31776,s,,,Salary 10,Salary,,,,,,
04/12/2017,-7.870,s,,,Cloath/beauty store 307,Cloathing&Beauty,,,,,,
04/12/2017,-30.670,s,,,Fotex,Groceries,,,,,,
04/12/2017,-75.420,s,,,Skind galleriet,Entertainment,,,,,,
04/12/2017,-84.190,s,,,Aruba,Subscriptions,,,,,,
04/12/2017,-198.000,s,,,Lebara,Subscriptions,,,,,,
04/12/2017,-253.840,s,,,Fotex,Groceries,,,,,,
05/12/2017,-14.310,s,,,Fotex,Groceries,,,,,,
05/12/2017,-42.500,s,,,Lebara,Subscriptions,,,,,,
05/12/2017,-49.000,s,,,Present,Present,,,,,,
05/12/2017,-90.740,s,,,Cloath/beauty store 448,Cloathing&Beauty,,,,,,
06/12/2017,191.000,s,,,Mobilepay,Mobilepay,,,,,,
08/12/2017,-37.720,s,,,Café/restaurant 414,Café&restaurant,,,,,,
11/12/2017,71.500,s,,,Mobilepay,Mobilepay,,,,,,
11/12/2017,46.000,s,,,Mobilepay,Mobilepay,,,,,,
11/12/2017,-142.000,s,,,Rejsekort,Transportation,,,,,,
11/12/2017,-583.370,s,,,Atmos Luxe,Hotels,,,,2017_Milan,,
12/12/2017,169.000,s,,,Mobilepay,Mobilepay,,,,,,
12/12/2017,117.000,s,,,Mobilepay,Mobilepay,,,,,,
12/12/2017,60.000,s,,,Mobilepay,Mobilepay,,,,,,
12/12/2017,-21.000,s,,,Lebara,Subscriptions,,,,,,
12/12/2017,-28.270,s,,,Wind,Subscriptions,,,,,,
12/12/2017,-33.110,s,,,Wind,Subscriptions,,,,,,
12/12/2017,-840.820,s,,,Cloath/beauty store 130,Cloathing&Beauty,,,,2017_Milan,,
14/12/2017,294.000,s,,,Mobilepay,Mobilepay,,,,,,
14/12/2017,-86.780,s,,,Fotex,Groceries,,,,,,
15/12/2017,-2.250,s,,,Fotex,Groceries,,,,,,
15/12/2017,-367.590,s,,,Cloath/beauty store 288,Cloathing&Beauty,,,,,,
18/12/2017,-5.410,s,,,Fotex,Groceries,,,,,,
18/12/2017,-8.000,s,,,Café/restaurant 373,Café&restaurant,,,,,,
18/12/2017,-26.250,s,,,Tivoli,Entertainment,,,,,,
18/12/2017,-29.700,s,,,Café/restaurant 102,Café&restaurant,,,,,,
18/12/2017,-46.750,s,,,Café/restaurant 471,Café&restaurant,,,,,,
18/12/2017,-56.580,s,,,FlyingTiger,Furniture&home,,,,,,
18/12/2017,-65.140,s,,,SøstreneGrene,Furniture&home,,,,,,
18/12/2017,-203.070,s,,,Cloath/beauty store 31,Cloathing&Beauty,,,,,,
19/12/2017,-61.500,s,,,Fotex,Groceries,,,,,,
19/12/2017,-64.730,s,,,Café/restaurant 130,Café&restaurant,,,,,,
21/12/2017,81.000,s,,,Mobilepay,Mobilepay,,,,,,
21/12/2017,72.900,s,,,Mobilepay,Mobilepay,,,,,,
21/12/2017,-10.350,s,,,Café/restaurant 192,Café&restaurant,,,,,,
21/12/2017,-190.620,s,,,Café/restaurant 378,Café&restaurant,,,,,,
27/12/2017,-203.110,s,,,Café/restaurant 348,Café&restaurant,,,,,,
27/12/2017,-3686.500,s,,,Savings,Savings,,,,,,
29/12/2017,26396.31678,s,,,Salary 10,Salary,,,,,,
02/01/2018,182.770,s,,,Cloath/beauty store 296,Cloathing&Beauty,,,,,,
02/01/2018,-20.700,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-20.760,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-29.320,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-32.560,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-47.310,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-48.900,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-58.040,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-84.900,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-105.830,s,,,Uber,Transportation,,,,2017_Prague,,
02/01/2018,-630.000,s,,,DSB card,Transportation,,,,,,
02/01/2018,6271.248614,s,,,Salary 6,Salary,,x,,,,
03/01/2018,-2.580,s,,,Uber,Transportation,,,,,,
03/01/2018,-11.020,s,,,Uber,Transportation,,,,2017_Prague,,
03/01/2018,-26.390,s,,,Uber,Transportation,,,,2017_Prague,,
03/01/2018,-33.190,s,,,Uber,Transportation,,,,2017_Prague,,
03/01/2018,-195.010,s,,,Uber,Transportation,,,,2017_Prague,,
03/01/2018,-580.900,s,,,Uber,Transportation,,,,2017_Prague,,
06/01/2018,74.250,s,,,Mobillepay,Mobilepay,,,,,,
08/01/2018,-106.000,s,,,Present,Present,,,,,,
08/01/2018,-288.690,s,,,Fotex,Groceries,,,,,,
12/01/2018,-190.000,s,,,Lebara,Subscriptions,,,,,,
15/01/2018,-48.400,s,,,Bar 38,Bar&cocktails,,,,,,
15/01/2018,-88.000,s,,,Bar 44,Bar&cocktails,,,,,,
15/01/2018,-113.540,s,,,Fotex,Groceries,,,,,,
15/01/2018,-295.200,s,,,Café/restaurant 57,Café&restaurant,,,,,,
15/01/2018,-366.000,s,,,Bar 77,Bar&cocktails,,,,,,
17/01/2018,-75.600,s,,,Fotex,Groceries,,,,,,
18/01/2018,-26.000,s,,,Present,Present,,,,,,
19/01/2018,-266.000,s,,,Café/restaurant 151,Café&restaurant,,,,,,
22/01/2018,-38.320,s,,,Fotex,Groceries,,,,,,
22/01/2018,-250.370,s,,,Fotex,Groceries,,,,,,
26/01/2018,-39.000,s,,,Present,Present,,,,,,
29/01/2018,-1.200,s,,,Bar 110,Bar&cocktails,,,,,,
29/01/2018,-7.800,s,,,Bar 49,Bar&cocktails,,,,,,
29/01/2018,-37.800,s,,,Bar 75,Bar&cocktails,,,,,,
29/01/2018,-44.500,s,,,Bar 28,Bar&cocktails,,,,,,
29/01/2018,-56.700,s,,,Bar 71,Bar&cocktails,,,,,,
29/01/2018,-68.500,s,,,Bar 8,Bar&cocktails,,,,,,
29/01/2018,-91.860,s,,,Fotex,Groceries,,,,,,
29/01/2018,-119.260,s,,,Café/restaurant 304,Café&restaurant,,,,,,
29/01/2018,-155.200,s,,,Bar 52,Bar&cocktails,,,,,,
29/01/2018,-214.520,s,,,Fotex,Groceries,,,,,,
30/01/2018,-319.950,s,,,DSB card,Transportation,,,,,,
30/01/2018,577.46304,s,,,Salary 6,Salary,,x,,,,
31/01/2018,-7.750,s,,,Fotex,Groceries,,,,,,
31/01/2018,22036.73472,s,,,Salary 10,Salary,,,,,,
01/02/2018,-7911.670,s,,,Savings,Savings,,,,,,
02/02/2018,-20.900,s,,,Bar 89,Bar&cocktails,,,,,,
04/02/2018,-130.900,s,,,Bar 70,Bar&cocktails,,,,,,
05/02/2018,-24.750,s,,,Fotex,Groceries,,,,,,
05/02/2018,-102.860,s,,,Cloath/beauty store 473,Cloathing&Beauty,,,,,,
05/02/2018,-125.400,s,,,Cinema,Entertainment,,,,,,
05/02/2018,-143.000,s,,,Present,Present,,,,,,
05/02/2018,-173.530,s,,,Fotex,Groceries,,,,,,
06/02/2018,-28.550,s,,,Fotex,Groceries,,,,,,
06/02/2018,-213.900,s,,,Café/restaurant 286,Café&restaurant,,,,,,
07/02/2018,-110.180,s,,,Bilka,Groceries,,,,,,
08/02/2018,-51.450,s,,,Lebara,Subscriptions,,,,,,
08/02/2018,-144.000,s,,,Lebara,Subscriptions,,,,,,
12/02/2018,-75.000,s,,,Lebara,Subscriptions,,,,,,
12/02/2018,-114.530,s,,,Café/restaurant 74,Café&restaurant,,,,,,
12/02/2018,-146.000,s,,,Rejsekort,Transportation,,,,,,
12/02/2018,-171.270,s,,,Bar 75,Bar&cocktails,,,,,,
13/02/2018,-127.670,s,,,Fotex,Groceries,,,,,,
19/02/2018,-5.390,s,,,Fotex,Groceries,,,,,,
19/02/2018,-327.740,s,,,Fotex,Groceries,,,,,,
20/02/2018,-67.700,s,,,Fee Genius,Subscriptions,,,,,,
21/02/2018,-975.000,s,,,Cloath/beauty store 173,Cloathing&Beauty,,,,,,
22/02/2018,508.200,s,,,Mobilepay,Mobilepay,,,,,,
26/02/2018,-11.250,s,,,Fotex,Groceries,,,,,,
26/02/2018,-18.310,s,,,Fotex,Groceries,,,,,,
26/02/2018,-47.790,s,,,Bar 99,Bar&cocktails,,,,,,
26/02/2018,-72.000,s,,,La Banchina,Entertainment,,,,,,
27/02/2018,-110.000,s,,,Present,Present,,,,,,
27/02/2018,-188.000,s,,,Present,Present,,,,,,
28/02/2018,-517.450,s,,,DSB card,Transportation,,,,,,
28/02/2018,24992.91084,s,,,Salary 10,Salary,,,,,,
01/03/2018,-55.090,s,,,Cloath/beauty store 236,Cloathing&Beauty,,,,,,
01/03/2018,-110.180,s,,,Cloath/beauty store 1,Cloathing&Beauty,,,,,,
01/03/2018,-632.000,s,,,Café/restaurant 47,Café&restaurant,,,,,,
05/03/2018,-4.880,s,,,Fotex,Groceries,,,,,,
05/03/2018,-8.100,s,,,Carlsberg museum,Entertainment,,,,,,
05/03/2018,-15.200,s,,,Carlsberg museum,Entertainment,,,,,,
05/03/2018,-26.550,s,,,Café/restaurant 203,Café&restaurant,,,,,,
05/03/2018,-35.600,s,,,Bar 2,Bar&cocktails,,,,,,
05/03/2018,-36.000,s,,,Café/restaurant 34,Café&restaurant,,,,,,
05/03/2018,-69.350,s,,,Bar 20,Bar&cocktails,,,,,,
05/03/2018,-78.000,s,,,Bar 44,Bar&cocktails,,,,,,
05/03/2018,-85.800,s,,,Flying Tiger,Furniture&home,,,,,,
05/03/2018,-99.680,s,,,Café/restaurant 78,Café&restaurant,,,,,,
05/03/2018,-125.280,s,,,Café/restaurant 382,Café&restaurant,,,,,,
05/03/2018,-158.000,s,,,Carlsberg museum,Entertainment,,,,,,
05/03/2018,-199.100,s,,,Rosemborg Castle,Entertainment,,,,,,
05/03/2018,-376.000,s,,,Café/restaurant 220,Café&restaurant,,,,,,
07/03/2018,-33.260,s,,,Fotex,Groceries,,,,,,
09/03/2018,-34.720,s,,,Fotex,Groceries,,,,,,
12/03/2018,-37.560,s,,,Fotex,Groceries,,,,,,
12/03/2018,-39.000,s,,,Bar 21,Bar&cocktails,,,,,,
13/03/2018,-9.000,s,,,Café/restaurant 434,Café&restaurant,,,,,,
14/03/2018,-36.500,s,,,Bar 41,Bar&cocktails,,,,,,
14/03/2018,-57.000,s,,,Bar 17,Bar&cocktails,,,,,,
14/03/2018,-67.800,s,,,Fotex,Groceries,,,,,,
16/03/2018,-18.330,s,,,Cloath/beauty store 49,Cloathing&Beauty,,,,,,
16/03/2018,-47.600,s,,,Football,Sport,,,,,,
19/03/2018,-4.240,s,,,Fotex,Groceries,,,,,,
19/03/2018,-6.400,s,,,Café/restaurant 430,Café&restaurant,,,,,,
19/03/2018,-14.850,s,,,Café/restaurant 459,Café&restaurant,,,,,,
19/03/2018,-30.320,s,,,Fotex,Groceries,,,,,,
19/03/2018,-88.550,s,,,Bar 77,Bar&cocktails,,,,,,
19/03/2018,-165.000,s,,,Rejsekort,Transportation,,,,,,
19/03/2018,-189.200,s,,,Bar 126,Bar&cocktails,,,,,,
19/03/2018,-223.970,s,,,Cloath/beauty store 1,Cloathing&Beauty,,,,,,
19/03/2018,-6838.500,s,,,Savings,Savings,,,,,,
20/03/2018,-1.800,s,,,Café/restaurant 338,Café&restaurant,,,,,,
20/03/2018,-10.000,s,,,Present,Present,,,,,,
20/03/2018,-38.250,s,,,Fotex,Groceries,,,,,,
22/03/2018,-99.710,s,,,Bar 114,Bar&cocktails,,,,,,
22/03/2018,1806.481354,s,,,Salary 6,Salary,,x,,,,
23/03/2018,-27.810,s,,,Present,Present,,,,,,
23/03/2018,-335.610,s,,,Trenitalia,Transportation,,,,,,
23/03/2018,-1615.230,s,,,Airbnb,Hotels,,,,,,
26/03/2018,-20.250,s,,,Bar 46,Bar&cocktails,,,,,,
26/03/2018,-58.880,s,,,Café/restaurant 51,Café&restaurant,,,,,,
26/03/2018,-70.500,s,,,Bar 62,Bar&cocktails,,,,,,
26/03/2018,-121.830,s,,,Bar 48,Bar&cocktails,,,,,,
26/03/2018,-180.000,s,,,Bar 27,Bar&cocktails,,,,,,
27/03/2018,-3.250,s,,,Café/restaurant 262,Café&restaurant,,,,,,
28/03/2018,14619.50139,s,,,Salary 10,Salary,,,,,,
03/04/2018,-20.370,s,,,Toll,Transportation,,,,,,
03/04/2018,-36.730,s,,,Fotex,Groceries,,,,,,
03/04/2018,-80.000,s,,,Present,Present,,,,,,
03/04/2018,-122.000,s,,,Rejsekort,Transportation,,,,,,
03/04/2018,-245.520,s,,,Cloath/beauty store 479,Cloathing&Beauty,,,,,,
03/04/2018,-6288.800,s,,,Savings,Savings,,,,,,
04/04/2018,-38.690,s,,,Fotex,Groceries,,,,,,
04/04/2018,-73.640,s,,,Autostrada,Transportation,,,,,,
04/04/2018,-687.300,s,,,DSB card,Transportation,,,,,,
05/04/2018,-9.870,s,,,Spotify,Subscriptions,,,,,,
05/04/2018,-72.570,s,,,Fotex,Groceries,,,,,,
06/04/2018,-119.000,s,,,Present,Present,,,,,,
09/04/2018,-2.550,s,,,Fotex,Groceries,,,,,,
09/04/2018,-6.440,s,,,Café/restaurant 135,Café&restaurant,,,,,,
09/04/2018,-7.020,s,,,Rejsekort,Transportation,,,,,,
09/04/2018,-17.500,s,,,Bar 19,Bar&cocktails,,,,,,
09/04/2018,-60.550,s,,,Café/restaurant 409,Café&restaurant,,,,,,
10/04/2018,-21.500,s,,,Café/restaurant 341,Café&restaurant,,,,,,
10/04/2018,-105.210,s,,,Bar 64,Bar&cocktails,,,,,,
10/04/2018,-276.110,s,,,Fotex,Groceries,,,,,,
11/04/2018,-3.920,s,,,Fotex,Groceries,,,,,,
12/04/2018,-44.320,s,,,Fotex,Groceries,,,,,,
13/04/2018,-106.500,s,,,Lebara,Subscriptions,,,,,,
16/04/2018,-7.200,s,,,Bar 26,Bar&cocktails,,,,,,
16/04/2018,-15.750,s,,,Bar 10,Bar&cocktails,,,,,,
16/04/2018,-50.290,s,,,Bar 105,Bar&cocktails,,,,,,
16/04/2018,-52.500,s,,,Bar 62,Bar&cocktails,,,,,,
16/04/2018,-68.500,s,,,Bar 18,Bar&cocktails,,,,,,
16/04/2018,-100.550,s,,,Cloath/beauty store 455,Cloathing&Beauty,,,,,,
16/04/2018,-186.000,s,,,Cloath/beauty store 478,Cloathing&Beauty,,,,,,
16/04/2018,-371.940,s,,,Cloath/beauty store 354,Cloathing&Beauty,,,,,,
19/04/2018,-12.720,s,,,Netto,Groceries,,,,,,
20/04/2018,-19.880,s,,,Café/restaurant 9,Café&restaurant,,,,,,
20/04/2018,-109.060,s,,,Superbrugsen,Groceries,,,,,,
20/04/2018,-176.640,s,,,Bar 14,Bar&cocktails,,,,,,
20/04/2018,5310.347011,s,,,Salary 6,Salary,,x,,,,
23/04/2018,-83.820,s,,,Fotex,Groceries,,,,,,
23/04/2018,-107.350,s,,,Bar 72,Bar&cocktails,,,,,,
24/04/2018,-13.500,s,,,Café/restaurant 112,Café&restaurant,,,,,,
25/04/2018,-288.600,s,,,Café/restaurant 164,Café&restaurant,,,,,,
27/04/2018,-5.870,s,,,Cloath/beauty store 439,Cloathing&Beauty,,,,,,
30/04/2018,25863.00172,s,,,Salary 10,Salary,,,,,,
30/04/2018,-2.040,s,,,DBA,Furniture&home,,,,,,
30/04/2018,-17.500,s,,,Bar 127,Bar&cocktails,,,,,,
30/04/2018,-32.490,s,,,Café/restaurant 286,Café&restaurant,,,,,,
30/04/2018,-74.490,s,,,Café/restaurant 360,Café&restaurant,,,,,,
30/04/2018,-332.220,s,,,Café/restaurant 454,Café&restaurant,,,,,,
30/04/2018,-348.240,s,,,Fotex,Groceries,,,,,,
30/04/2018,-374.280,s,,,Fotex,Groceries,,,,,,
03/05/2018,-35.090,s,,,Fotex,Groceries,,,,,,
03/05/2018,-217.250,s,,,DSB card,Transportation,,,,,,
04/05/2018,-296.410,s,,,Amazon - present,Present,,,,,,
06/05/2018,-39.600,s,,,Bar 71,Bar&cocktails,,,,,,
07/05/2018,-3.660,s,,,Fotex,Groceries,,,,,,
07/05/2018,-6.230,s,,,Spotify,Subscriptions,,,,,,
07/05/2018,-16.500,s,,,Bar 116,Bar&cocktails,,,,,,
07/05/2018,-35.340,s,,,Flying Tiger,Furniture&home,,,,,,
07/05/2018,-97.900,s,,,Bar 3,Bar&cocktails,,,,,,
07/05/2018,-99.360,s,,,Café/restaurant 338,Café&restaurant,,,,,,
08/05/2018,-20.900,s,,,Cinema,Entertainment,,,,,,
08/05/2018,-40.250,s,,,Fotex,Groceries,,,,,,
08/05/2018,-61.950,s,,,Cinema,Entertainment,,,,,,
08/05/2018,-127.710,s,,,Goboat,Entertainment,,,,,,
09/05/2018,-573.300,s,,,Café/restaurant 179,Café&restaurant,,,,,,
14/05/2018,-64.400,s,,,Fotex,Groceries,,,,,,
14/05/2018,-83.250,s,,,Fotex,Groceries,,,,,,
14/05/2018,-94.790,s,,,Fotex,Groceries,,,,,,
16/05/2018,169.000,s,,,mobilepay,Mobilepay,,,,,,
16/05/2018,-11.460,s,,,Fotex,Groceries,,,,,,
17/05/2018,-24.000,s,,,Fotex,Groceries,,,,,,
18/05/2018,-14.580,s,,,Fotex,Groceries,,,,,,
19/05/2018,20.480,s,,,mobilepay,Mobilepay,,,,,,
22/05/2018,418.000,s,,,Mobilepay,Mobilepay,,,,,,
22/05/2018,-1.600,s,,,Café/restaurant 305,Café&restaurant,,,,,,
22/05/2018,-18.900,s,,,Café/restaurant 18,Café&restaurant,,,,,,
22/05/2018,-23.140,s,,,Café/restaurant 117,Café&restaurant,,,,,,
22/05/2018,-28.800,s,,,Bar 145,Bar&cocktails,,,,,,
22/05/2018,-33.500,s,,,Bar 145,Bar&cocktails,,,,,,
22/05/2018,-42.250,s,,,Bar 121,Bar&cocktails,,,,,,
22/05/2018,-51.300,s,,,Café/restaurant 236,Café&restaurant,,,,,,
22/05/2018,-58.650,s,,,Bar 86,Bar&cocktails,,,,,,
22/05/2018,-124.500,s,,,Café/restaurant 237,Café&restaurant,,,,,,
22/05/2018,-132.000,s,,,Present,Present,,,,,,
